ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,STATUS
5036270,0,1,1,0,135000,1,4,1,1,21034,365243,1,0,0,0,2,7
5036271,0,1,1,0,135000,1,4,1,1,21034,365243,1,0,0,0,2,7
5036272,0,1,1,0,135000,1,4,1,1,21034,365243,1,0,0,0,2,7
5036273,0,1,1,0,135000,1,4,1,1,21034,365243,1,0,0,0,2,7
5036274,0,0,1,0,306000,4,4,2,1,10478,464,1,0,1,0,1,0
5036275,1,0,1,0,180000,4,4,1,1,20713,1621,1,0,0,0,2,0
5036276,1,0,1,0,180000,4,4,1,1,20713,1621,1,0,0,0,2,7
5036277,1,0,1,0,180000,4,4,1,1,20713,1621,1,0,0,0,2,0
5036278,1,0,1,0,180000,4,4,1,1,20713,1621,1,0,0,0,2,0
5036279,0,0,1,0,144000,2,1,2,1,19935,9564,1,0,0,0,1,6
5036280,0,0,1,0,144000,2,1,2,1,19935,9564,1,0,0,0,1,6
5036289,0,0,1,0,135000,2,4,2,1,17999,5700,1,0,1,0,1,7
5036290,0,0,1,0,135000,2,4,2,1,17999,5700,1,0,1,0,1,7
5036291,0,0,1,0,135000,2,4,2,1,17999,5700,1,0,1,0,1,7
5036293,0,0,1,0,135000,2,4,2,1,17999,5700,1,0,1,0,1,7
5036294,0,0,1,0,135000,2,4,2,1,17999,5700,1,0,1,0,1,7
5036295,0,1,1,0,117000,4,4,1,1,17134,1986,1,0,0,0,2,0
5036296,1,1,1,0,810000,0,1,3,1,10712,1498,1,0,0,0,1,6
5036297,0,0,1,0,58500,1,4,1,1,21655,365243,1,0,0,0,2,6
5036316,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036317,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036319,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036320,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036322,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036323,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036324,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036325,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036326,0,0,1,0,112500,0,4,3,1,17993,555,1,0,0,0,1,7
5036337,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036338,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036339,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036340,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036341,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036342,0,1,1,0,225000,1,4,1,1,19949,365243,1,0,0,0,2,7
5036354,0,0,1,0,207000,4,1,1,1,16985,3933,1,0,0,0,2,7
5036355,0,0,1,0,207000,4,1,1,1,16985,3933,1,0,0,0,2,0
5036356,0,0,1,0,207000,4,1,1,1,16985,3933,1,0,0,0,2,7
5036357,0,0,1,0,112500,4,4,4,1,14491,1955,1,0,0,0,1,7
5036358,0,0,1,0,112500,4,4,4,1,14491,1955,1,0,0,0,1,7
5036359,0,0,1,0,112500,4,4,4,1,14491,1955,1,0,0,0,1,7
5036360,0,0,1,0,112500,4,4,4,1,14491,1955,1,0,0,0,1,7
5036374,1,1,1,0,162000,1,4,1,1,24507,365243,1,0,0,0,2,7
5036375,1,1,1,0,162000,1,4,1,1,24507,365243,1,0,0,0,2,7
5036377,1,1,1,0,162000,1,4,1,1,24507,365243,1,0,0,0,2,7
5036396,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036397,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036398,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036399,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,7
5036400,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,7
5036401,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,0
5036402,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,7
5036403,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036404,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036405,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036406,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,7
5036407,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,7
5036408,0,1,1,0,112500,4,4,0,1,13686,1256,1,0,0,0,2,1
5036409,0,0,1,0,225000,4,4,1,1,22172,1986,1,0,0,0,2,0
5036412,0,0,1,0,83250,1,4,0,1,20219,365243,1,0,1,0,2,7
5036413,0,0,1,0,83250,1,4,0,1,20219,365243,1,0,1,0,2,7
5036442,0,0,1,0,157500,4,4,1,1,12488,1621,1,0,1,0,2,6
5036444,0,0,1,0,157500,4,4,1,1,12488,1621,1,0,1,0,2,6
5036445,0,0,1,0,157500,4,4,1,1,12488,1621,1,0,1,0,2,6
5036446,0,0,1,0,157500,4,4,1,1,12488,1621,1,0,1,0,2,6
5036447,0,0,1,0,81000,4,1,1,1,11546,1498,1,0,0,0,2,7
5036451,0,0,1,0,81000,4,1,1,1,11546,1498,1,0,0,0,2,7
5036452,0,0,1,0,81000,4,1,1,1,11546,1498,1,0,0,0,2,0
5036453,1,1,1,0,90000,1,4,1,1,22692,365243,1,0,1,0,2,0
5036454,1,1,1,0,90000,1,4,1,1,22692,365243,1,0,1,0,2,0
5036455,0,1,0,0,135000,4,4,1,1,18953,10677,1,0,0,0,2,7
5036459,0,1,0,0,157500,4,4,1,1,12799,1546,1,1,0,0,2,1
5036460,1,0,1,2,81000,1,4,1,1,22290,365243,1,0,0,0,4,0
5036462,1,1,1,2,180000,2,1,1,0,11457,1669,1,0,0,0,4,6
5036464,0,1,0,0,360000,0,1,1,1,9876,2064,1,1,1,0,2,6
5036465,0,1,0,0,360000,0,1,1,1,9876,2064,1,1,1,0,2,6
5036466,0,1,0,1,112500,4,4,1,1,14585,815,1,1,0,0,3,7
5036467,0,1,0,1,112500,4,4,1,1,14585,815,1,1,0,0,3,7
5036468,0,0,0,0,180000,1,4,1,1,20365,365243,1,0,0,0,2,7
5036470,0,0,0,0,126000,1,1,3,1,24914,365243,1,0,0,0,1,7
5036472,0,0,0,0,126000,1,1,3,1,24914,365243,1,0,0,0,1,6
5036473,0,0,0,0,126000,1,1,3,1,24914,365243,1,0,0,0,1,7
5036474,1,1,0,2,180000,0,1,1,1,15716,2673,1,0,0,0,4,7
5036475,0,0,0,0,157500,4,1,1,1,21131,7513,1,0,0,0,2,6
5036478,0,1,1,0,112500,4,4,1,3,10122,907,1,1,0,0,2,7
5036479,0,0,1,0,112500,4,2,3,1,11201,542,1,1,0,0,1,6
5036480,1,0,0,0,378000,0,1,0,1,19844,8639,1,1,1,0,2,7
5036481,0,0,0,0,89550,1,4,3,1,23426,365243,1,0,0,0,1,0
5036483,1,0,0,1,135000,4,4,1,1,16123,3434,1,0,0,0,3,7
5036484,1,0,0,1,135000,4,4,1,1,16123,3434,1,0,0,0,3,7
5036485,0,0,0,0,270000,4,4,3,1,14269,1273,1,0,0,0,1,7
5036488,0,0,1,0,292500,4,4,1,1,18520,7268,1,1,1,0,2,7
5036489,0,0,1,0,292500,4,4,1,1,18520,7268,1,1,1,0,2,7
5036490,0,0,0,1,189000,0,1,4,1,18192,542,1,0,1,0,2,7
5036492,1,1,0,1,157500,4,4,1,1,12266,3372,1,0,0,0,3,6
5036496,1,0,0,1,202500,0,1,1,1,15970,1273,1,1,0,0,3,6
5036498,1,1,0,0,540000,0,2,1,1,14342,1365,1,1,1,0,2,0
5036499,0,1,0,0,225000,0,4,1,1,14594,2673,1,0,1,1,2,7
5036501,1,0,0,2,315000,0,1,1,1,16426,269,1,0,0,0,4,7
5036503,0,1,0,1,450000,4,1,3,1,11115,1273,1,0,1,0,2,6
5036504,0,1,0,0,112500,4,1,0,1,11721,177,1,1,0,0,2,7
5036508,0,0,0,0,234135,0,1,1,1,12593,2338,1,1,0,0,2,7
5036509,0,1,0,0,202500,0,1,1,1,15060,359,1,0,0,0,2,7
5036511,0,1,0,0,270000,4,2,3,5,9690,2765,1,1,1,0,1,7
5036512,0,1,0,0,270000,4,2,3,5,9690,2765,1,1,1,0,1,7
5036513,0,1,0,0,247500,0,1,2,1,20471,9094,1,1,0,0,1,7
5036514,1,0,0,0,126000,1,4,1,1,20288,365243,1,0,0,0,2,6
5036515,1,1,0,2,450000,0,4,1,1,13045,1212,1,1,1,0,4,0
5036516,1,1,0,1,112500,0,4,1,1,17196,1608,1,1,0,0,3,7
5036518,0,0,0,1,180000,4,4,1,1,13858,2612,1,0,0,0,3,7
5036519,1,1,0,2,360000,4,2,1,1,10433,1181,1,1,0,0,4,7
5036520,0,0,0,0,180000,0,1,1,1,11202,2946,1,0,0,0,2,0
5036521,0,0,0,0,112500,1,4,2,1,20606,365243,1,0,0,0,1,7
5036523,1,0,0,0,180000,2,4,1,3,10374,1455,1,1,0,0,2,6
5036524,1,0,0,2,166500,4,4,0,1,13657,4195,1,0,1,0,4,7
5036525,0,0,0,0,117000,4,4,1,1,20687,4438,1,1,1,0,2,7
5036526,0,0,0,0,117000,4,4,1,1,20687,4438,1,1,1,0,2,7
5036527,1,1,0,1,135000,4,1,1,1,10016,938,1,1,0,0,3,7
5036531,0,1,0,0,315000,0,2,1,5,9187,116,1,1,0,0,2,7
5036532,0,0,0,0,225000,1,1,1,1,24259,365243,1,0,0,0,2,7
5036533,0,0,0,0,225000,1,1,1,1,24259,365243,1,0,0,0,2,7
5036534,1,1,0,0,202500,4,4,1,1,22909,2581,1,0,1,0,2,7
5036536,0,0,0,0,67500,1,4,1,1,19829,365243,1,0,0,0,2,7
5036538,0,0,0,0,216000,2,4,2,1,11207,2642,1,1,0,1,1,7
5036539,0,0,0,0,157500,0,2,1,1,20405,5045,1,1,1,0,2,7
5036540,0,0,0,1,117000,4,1,1,1,12207,4195,1,1,1,0,3,7
5036541,1,1,0,0,85500,4,4,1,1,19523,1850,1,1,1,0,2,7
5036542,1,1,0,2,180000,4,4,1,1,14390,6386,1,0,0,0,4,6
5036544,1,1,0,0,180000,4,4,1,1,12841,968,1,0,0,0,2,6
5036546,1,1,0,0,202500,2,4,3,1,17598,9947,1,0,0,0,1,6
5036547,0,0,0,0,94500,1,4,1,1,22485,365243,1,0,0,0,2,7
5036549,0,0,0,0,94500,1,4,1,1,22485,365243,1,0,0,0,2,0
5036550,1,1,0,2,270000,4,4,1,1,14950,938,1,0,0,0,4,0
5036551,0,0,0,0,135000,1,4,3,1,21870,365243,1,0,0,0,1,7
5036552,0,0,0,0,90000,4,4,3,1,10940,512,1,1,0,0,1,7
5036553,0,0,0,0,202500,4,4,3,3,10540,3250,1,1,1,0,1,6
5036554,0,0,0,0,202500,4,4,3,3,10540,3250,1,1,1,0,1,6
5036556,0,0,0,0,67500,1,4,1,1,18978,365243,1,0,0,0,2,7
5036557,0,0,0,1,72000,2,4,1,1,14814,3342,1,1,1,0,3,0
5036558,0,0,0,1,157500,4,4,1,1,9529,999,1,0,0,0,3,7
5036560,1,1,0,1,126000,1,4,1,1,15776,365243,1,0,1,0,3,6
5036562,0,0,0,1,112500,4,4,1,1,11953,5107,1,1,0,0,3,7
5036564,1,0,0,0,135000,1,4,1,1,20692,365243,1,0,1,0,2,7
5036565,1,0,0,0,135000,1,4,1,1,20692,365243,1,0,1,0,2,7
5036567,0,0,0,0,315000,0,4,1,1,13817,2215,1,0,1,0,2,0
5036570,1,0,0,0,225000,4,4,1,1,15174,1516,1,0,0,0,2,7
5036572,1,1,0,0,360000,4,1,3,1,17090,1455,1,1,1,0,1,7
5036573,0,0,0,0,225000,0,4,0,1,16874,6995,1,0,1,0,2,7
5036574,0,0,0,1,112500,4,4,1,1,10520,542,1,0,1,0,3,6
5036575,1,1,0,0,202500,0,4,1,1,17374,3495,1,1,1,0,2,7
5036576,0,0,0,0,85500,4,4,1,1,17655,5382,1,1,0,0,2,0
5036577,1,1,0,0,135000,4,4,1,1,10471,1638,1,0,0,0,2,7
5036580,0,0,1,2,81000,4,1,1,1,10947,2605,1,0,0,0,4,0
5036581,1,0,1,0,90000,0,1,1,1,14565,542,1,0,0,0,2,0
5111152,1,0,1,0,90000,0,1,1,1,14565,542,1,0,0,0,2,0
5036582,0,0,1,0,157500,2,4,0,1,14450,634,1,0,0,0,2,0
5111153,0,0,1,0,157500,2,4,0,1,14450,634,1,0,0,0,2,6
5111154,0,0,1,0,157500,2,4,0,1,14450,634,1,0,0,0,2,6
5111155,0,0,1,0,157500,2,4,0,1,14450,634,1,0,0,0,2,0
5036583,1,1,0,0,225000,4,1,1,1,13022,1570,1,1,0,0,2,6
5036584,0,1,1,0,157500,4,4,1,1,16071,2239,1,0,0,0,2,6
5036585,1,1,1,0,202500,4,4,3,1,13443,2520,1,0,1,1,1,7
5111165,1,1,1,0,202500,4,4,3,1,13443,2520,1,0,1,1,1,7
5111166,1,1,1,0,202500,4,4,3,1,13443,2520,1,0,1,1,1,7
5036586,1,0,0,0,166500,4,4,3,5,8668,321,1,0,0,0,1,7
5036587,1,0,1,1,135000,4,1,1,1,15914,3092,1,0,1,0,3,7
5036588,0,0,1,0,99000,1,4,1,1,24306,365243,1,0,1,0,2,7
5036589,0,0,1,0,99000,1,4,1,1,24306,365243,1,0,1,0,2,0
5036592,0,0,0,0,135000,4,4,3,5,12850,992,1,0,0,0,1,7
5036593,1,1,1,2,90000,4,4,1,1,12285,352,1,0,0,0,4,7
5036594,0,0,1,1,270000,4,1,2,1,15789,8205,1,0,1,1,2,6
5036595,0,0,1,0,157500,2,4,1,1,18936,9240,1,0,0,0,2,1
5036596,0,0,0,1,76500,0,4,0,5,10835,1358,1,0,0,0,3,6
5036599,1,0,1,1,126000,0,4,1,1,14323,686,1,0,0,0,3,6
5036600,0,0,1,0,382500,1,1,1,1,19578,365243,1,0,1,0,2,6
5036603,0,0,0,1,148500,4,4,0,4,13345,655,1,0,0,0,3,7
5036604,0,1,0,0,112500,1,4,1,1,22750,365243,1,0,0,0,2,7
5036605,0,1,0,0,112500,1,4,1,1,22750,365243,1,0,0,0,2,7
5036606,0,1,1,2,180000,4,4,1,1,12161,4280,1,0,0,0,4,0
5036607,1,1,0,2,225000,4,4,1,1,15083,2939,1,0,1,0,4,7
5036609,0,0,1,0,279000,4,4,1,4,16529,3822,1,0,0,0,2,6
5036610,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,7
5111111,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,0
5111112,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,0
5111113,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,6
5111114,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,7
5111115,1,1,1,0,157500,4,1,1,5,11091,846,1,0,0,0,2,7
5036611,0,1,0,0,135000,4,4,1,1,19251,10305,1,0,0,0,2,7
5036612,0,1,0,0,135000,4,4,1,1,19251,10305,1,0,0,0,2,7
5036613,0,0,1,2,81000,4,4,1,1,13333,109,1,0,0,0,4,7
5036614,1,0,0,0,270000,4,4,1,2,12227,2970,1,0,0,0,2,7
5036615,0,0,1,1,135000,0,4,1,1,15824,3883,1,0,0,0,3,7
5036619,1,0,1,0,180000,4,4,1,1,11908,596,1,1,1,0,2,6
5036620,1,0,1,0,180000,4,4,1,1,11908,596,1,1,1,0,2,6
5036621,0,1,1,0,157500,2,2,1,1,17432,7687,1,0,0,1,2,7
5036622,1,1,1,1,180000,4,4,1,1,13585,747,1,0,0,0,3,0
5036623,1,1,1,1,180000,4,4,1,1,13585,747,1,0,0,0,3,0
5036625,1,0,0,1,135000,4,4,1,1,14999,321,1,1,1,0,3,7
5036626,1,0,0,1,135000,4,4,1,1,14999,321,1,1,1,0,3,7
5036627,1,0,0,1,135000,4,4,1,1,14999,321,1,1,1,0,3,7
5036628,1,0,1,0,42300,1,3,1,1,22600,365243,1,0,0,0,2,6
5036629,1,1,1,1,180000,4,4,0,1,15127,5776,1,0,0,0,3,7
5111142,1,1,1,1,180000,4,4,0,1,15127,5776,1,0,0,0,3,6
5111143,1,1,1,1,180000,4,4,0,1,15127,5776,1,0,0,0,3,7
5036630,1,1,1,0,405000,4,4,3,1,11918,290,1,0,0,0,1,7
5036631,0,0,1,1,121500,2,1,2,1,13877,968,1,0,0,0,2,7
5036632,0,0,1,0,189000,4,4,1,1,17495,2429,1,0,0,0,2,6
5036633,1,1,1,0,184500,0,4,0,1,9646,3099,1,1,0,0,2,7
5036634,0,0,1,0,135000,1,4,4,1,22284,365243,1,0,0,0,1,7
5036637,0,0,1,0,166500,4,4,4,1,18001,3160,1,1,1,0,1,7
5036638,0,0,1,0,166500,4,4,4,1,18001,3160,1,1,1,0,1,7
5036639,0,0,1,0,126000,2,1,1,1,15737,6652,1,0,1,0,2,7
5036640,0,0,1,0,126000,2,1,1,1,15737,6652,1,0,1,0,2,7
5036641,0,0,1,0,126000,2,1,1,1,15737,6652,1,0,1,0,2,7
5036642,0,0,1,0,126000,2,1,1,1,15737,6652,1,0,1,0,2,6
5036643,0,1,0,0,135000,0,4,1,1,10317,2178,1,0,0,0,2,6
5036644,0,1,0,0,135000,0,4,1,1,10317,2178,1,0,0,0,2,6
5036645,1,1,0,0,202500,4,2,1,5,12596,2399,1,0,0,0,2,7
5036647,0,0,0,0,202500,0,1,1,1,11328,3761,1,0,0,0,2,7
5036648,0,0,0,0,202500,0,1,1,1,11328,3761,1,0,0,0,2,7
5036651,0,0,1,0,247500,4,4,3,1,22165,2368,1,0,0,0,1,7
5036654,1,0,1,0,99000,1,4,1,1,21366,365243,1,0,0,0,2,6
5036655,0,0,1,0,90000,2,1,1,1,20057,5321,1,1,1,0,2,6
5036657,0,0,1,1,81000,2,4,1,1,15651,7513,1,0,0,0,3,6
5036662,0,0,0,0,74061,0,4,3,1,8963,231,1,0,0,0,1,7
5036665,0,0,1,0,148500,1,4,1,1,23598,365243,1,0,0,0,2,7
5036668,0,0,1,0,175950,4,4,1,1,20462,1881,1,0,0,0,2,0
5036669,0,0,1,0,67500,1,4,2,1,20522,365243,1,0,1,0,1,7
5036671,0,1,1,1,225000,0,1,0,1,10689,2819,1,0,0,0,3,7
5036672,0,1,1,1,225000,0,1,0,1,10689,2819,1,0,0,0,3,7
5036673,0,1,1,1,225000,0,1,0,1,10689,2819,1,0,0,0,3,7
5036674,0,1,1,0,292500,2,1,1,5,12482,1935,1,1,0,0,2,7
5036676,0,0,0,1,180000,4,1,3,1,12534,1181,1,0,0,0,2,7
5036677,0,0,1,0,121500,0,4,1,1,17960,1789,1,0,0,0,2,7
5036678,0,0,1,0,121500,0,4,1,1,17960,1789,1,0,0,0,2,7
5036679,0,0,1,0,121500,0,4,1,1,17960,1789,1,0,0,0,2,7
5036680,1,1,1,0,85500,1,4,1,1,22466,365243,1,0,0,0,2,0
5036681,1,1,0,1,103500,2,4,1,3,8871,1417,1,1,0,0,3,7
5036682,0,0,1,0,90000,1,4,1,1,21973,365243,1,0,0,0,2,7
5036683,1,0,0,1,225000,0,1,1,5,13694,3488,1,1,1,0,3,7
5036684,1,1,1,0,270000,4,4,1,1,18225,6690,1,0,0,0,2,6
5036685,0,0,1,1,130500,0,4,3,1,16628,938,1,0,0,0,2,0
5036687,1,0,1,1,202500,0,4,1,1,11105,3000,1,0,0,0,3,6
5036688,1,0,1,1,202500,0,4,1,1,11105,3000,1,0,0,0,3,6
5036690,0,0,1,1,67500,4,1,1,1,13212,888,1,0,0,0,3,7
5036691,0,0,1,1,67500,4,1,1,1,13212,888,1,0,0,0,3,7
5036693,0,0,1,0,180000,1,1,1,1,22595,365243,1,0,1,0,2,7
5036694,0,0,1,0,180000,4,4,3,1,18439,11176,1,0,1,0,1,7
5036695,0,0,0,0,112500,4,4,3,1,9915,250,1,0,0,0,1,6
5036697,0,0,1,0,112500,4,4,1,1,17104,9320,1,1,0,0,2,0
5036699,1,0,1,0,225000,0,4,1,1,20630,219,1,0,0,0,2,7
5036702,0,0,1,1,180000,0,1,1,1,15646,6094,1,0,1,1,3,7
5036704,0,1,1,0,157500,4,4,0,1,11736,219,1,0,0,0,2,0
5036707,1,1,1,0,180000,4,4,1,1,16942,1680,1,0,0,0,2,7
5036708,1,1,1,0,180000,4,4,1,1,16942,1680,1,0,0,0,2,6
5036710,1,0,1,0,270000,0,4,1,1,15857,4633,1,0,0,0,2,6
5036711,1,0,1,0,270000,0,4,1,1,15857,4633,1,0,0,0,2,6
5146374,1,0,1,0,270000,0,4,1,1,15857,4633,1,0,0,0,2,6
5146375,1,0,1,0,270000,0,4,1,1,15857,4633,1,0,0,0,2,0
5146376,1,0,1,0,270000,0,4,1,1,15857,4633,1,0,0,0,2,6
5036712,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5036713,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,7
5036714,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,7
5146462,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,0
5146463,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5146464,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5146465,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,7
5146466,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5146467,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,7
5146468,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5146469,1,1,0,0,360000,2,1,1,1,9983,1923,1,0,0,0,2,6
5036715,1,0,1,1,225000,0,4,1,1,9865,827,1,0,0,0,3,0
5036718,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,6
5036719,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,6
5139544,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,7
5139545,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,6
5139546,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,6
5139547,0,0,1,0,225000,1,1,1,1,23602,365243,1,0,0,0,2,7
5036720,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,0
5139989,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139990,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139991,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139993,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139994,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139995,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139996,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139997,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5139998,0,0,1,1,121500,1,4,1,1,18797,365243,1,0,1,0,3,7
5036721,0,0,1,0,67500,2,4,1,2,15161,7190,1,0,0,0,2,0
5140183,0,0,1,0,67500,2,4,1,2,15161,7190,1,0,0,0,2,6
5036722,0,0,1,0,90000,1,4,1,1,24521,365243,1,0,0,0,2,7
5036724,0,1,1,2,117000,4,4,1,1,13173,4967,1,0,0,0,4,6
5036726,0,1,1,2,117000,4,4,1,1,13173,4967,1,0,0,0,4,6
5036727,0,0,1,0,94500,1,1,3,1,20889,365243,1,0,0,0,1,6
5036728,1,1,1,0,126000,4,4,1,1,10744,735,1,0,0,0,2,7
5036729,1,1,1,0,112500,1,1,1,1,20718,365243,1,0,1,0,2,7
5036730,1,1,1,0,112500,1,1,1,1,20718,365243,1,0,1,0,2,7
5036732,1,1,1,2,225000,0,4,1,1,15290,1405,1,0,0,0,4,7
5036733,1,1,1,2,225000,0,4,1,1,15290,1405,1,0,0,0,4,7
5036735,1,1,1,2,225000,0,4,1,1,15290,1405,1,0,0,0,4,7
5036737,0,0,1,2,225000,4,2,0,1,13597,554,1,0,0,0,4,7
5036739,0,0,0,0,90000,0,4,2,1,20036,66,1,0,0,0,1,7
5036742,0,0,1,0,135000,4,4,1,1,19817,3111,1,0,0,0,2,7
5036743,0,0,1,0,225000,0,4,1,1,14529,2807,1,0,0,0,2,6
5036745,1,1,1,0,540000,0,1,3,1,15238,2410,1,0,1,0,1,7
5146233,1,1,1,0,540000,0,1,3,1,15238,2410,1,0,1,0,1,0
5036750,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5146478,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5146479,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5146482,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5146483,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5146484,0,0,1,0,90000,0,4,1,1,18744,3141,1,0,1,0,2,7
5036751,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,7
5146530,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,6
5146531,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,6
5146533,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,7
5146534,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,0
5146535,0,1,0,1,67500,2,4,1,1,15151,1162,1,0,0,0,3,0
5036752,0,0,1,0,166500,1,1,2,1,24534,365243,1,0,0,0,1,7
5036753,0,0,1,0,157500,1,4,1,1,22482,365243,1,0,1,0,2,7
5036754,0,1,0,0,103500,4,4,1,1,20292,980,1,0,0,0,2,7
5139350,0,1,0,0,103500,4,4,1,1,20292,980,1,0,0,0,2,7
5036756,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5036757,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5150350,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5150353,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,6
5150354,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5150355,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,6
5150356,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5150358,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,6
5150359,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,7
5150361,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,6
5150362,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,0
5150363,0,0,1,0,175500,0,1,1,1,15248,2227,1,1,1,0,2,0
5036758,0,0,1,1,135000,0,4,0,1,15759,4541,1,0,0,0,3,7
5036760,0,1,1,0,112500,1,4,4,1,20944,365243,1,0,0,0,1,7
5036761,0,0,1,0,90000,0,4,1,1,10160,1862,1,0,0,0,2,6
5036762,0,0,1,0,153000,2,1,1,1,12229,1527,1,0,0,0,2,6
